biol_site_id,SAMPLE_ID,SAMPLE_DATE,SAMPLE_TYPE_DESCRIPTION,SAMPLE_METHOD_DESCRIPTION,SAMPLE_REASON,ANALYSIS_ID,DATE_OF_ANALYSIS,ANALYSIS_TYPE_DESCRIPTION,ANALYSIS_METHOD_DESCRIPTION,BMWP_N_TAXA,BMWP_TOTAL,BMWP_ASPT,CCI_N_TAXA,CCI_CS_TOTAL,CCI_ASPT,CSmax_CoS,BMWP_CoS,CCI_CoS,CCI,DEHLI_N_TAXA,DIS_TOTAL,DEHLI,EPSI_ML_S_GRP,EPSI_ML_ALL_GRP,EPSI_MIXED_LEVEL_SCORE,EPSI_S_GRP,EPSI_ALL_GRP,EPSI_FAMILY_SCORE,LIFE_N_TAXA,LIFE_SCORES_TOTAL,LIFE_FAMILY_INDEX,LIFE_SPECIES_N_TAXA,LIFE_SPECIES_SCORES_TOTAL,LIFE_SPECIES_INDEX,PSI_ML_AB,PSI_ML_ABCD,PSI_MIXED_LEVEL_SCORE,PSI_AB,PSI_ABCD,PSI_FAMILY_SCORE,WHPT_N_TAXA,WHPT_TOTAL,WHPT_ASPT,WHPT_NW_N_TAXA,WHPT_NW_TOTAL,WHPT_NW_ASPT
51122,612894,07/09/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,606546,19/11/2010,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),37,212,5.73,38,60,1.58,5,10,10,15.79,32,156,4.88,17,28.97,58.68,11.76,21.5,54.7,39,259,6.64,46,319,6.93,37,99,37.37,33,85,38.82,44,233.4,5.3,44,234,5.32
51122,620147,08/03/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,620792,14/11/2011,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),30,163,5.43,47,66,1.4,5,7,7,9.83,28,140,5,20.26,34.21,59.22,10.25,18.28,56.07,32,217,6.78,53,370,6.98,40,113,35.4,30,72,41.67,37,195.3,5.28,37,198.6,5.37
51122,627789,02/08/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,625590,02/08/2011,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),31,174,5.61,43,68,1.58,5,7,7,11.07,26,134,5.15,19.63,31.87,61.59,12.02,20.53,58.55,32,218,6.81,49,347,7.08,45,111,40.54,32,70,45.71,35,190.5,5.44,35,188.9,5.4
51122,631180,18/10/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,625591,18/10/2011,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),31,169,5.45,43,62,1.44,5,7,7,10.09,25,121,4.84,17.88,28.64,62.43,9.75,16.57,58.84,30,206,6.87,47,331,7.04,40,99,40.4,28,63,44.44,34,181.1,5.33,34,185.3,5.45
51122,634848,01/03/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,628651,15/08/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),29,166,5.72,27,36,1.33,5,7,7,9.33,24,116,4.83,12.01,20.19,59.48,6.76,11.17,60.52,28,195,6.96,32,226,7.06,21,55,38.18,24,52,46.15,32,175.8,5.49,32,176.7,5.52
51122,639840,09/08/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,637742,09/08/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),28,145,5.18,28,44,1.57,5,5,5,7.86,22,106,4.82,12.5,21.19,58.99,7.77,15.32,50.72,28,187,6.68,35,244,6.97,28,74,37.84,24,60,40,32,156.6,4.89,32,155.2,4.85
51122,644711,23/10/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,635711,08/01/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),26,139,5.35,28,35,1.25,3,5,5,6.25,20,103,5.15,10.5,18.56,56.57,5.99,11.57,51.77,26,181,6.96,31,216,6.97,20,58,34.48,21,49,42.86,29,147.2,5.08,29,150.1,5.18
51122,652345,13/03/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,643366,16/04/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,130,5.42,27,43,1.59,5,5,5,7.96,20,105,5.25,12.5,20.46,61.09,7.99,13.33,59.94,24,169,7.04,29,207,7.14,20,55,36.36,22,48,45.83,28,147.5,5.27,28,145.4,5.19
51122,677621,25/10/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,658016,29/10/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),26,150,5.77,28,50,1.79,5,5,5,8.93,19,101,5.32,13.5,21.32,63.32,10.23,15.34,66.69,26,190,7.31,30,216,7.2,23,56,41.07,27,52,51.92,29,161.4,5.57,29,159,5.48
51122,693582,23/05/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,677374,28/05/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),31,169,5.45,28,34,1.21,3,7,7,8.5,25,119,4.76,15.25,22.09,69.04,9.49,14.13,67.16,30,211,7.03,38,274,7.21,30,68,44.12,26,56,46.43,33,179.3,5.43,33,177.5,5.38
51122,704334,21/10/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,694322,15/01/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),29,168,5.79,32,46,1.44,5,7,7,10.06,25,127,5.08,16.01,23.58,67.9,9,13.86,64.94,28,199,7.11,37,269,7.27,32,67,47.76,27,54,50,32,182.4,5.7,32,181.4,5.67
51122,718201,24/04/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,724936,19/02/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),26,149,5.73,29,50,1.72,5,5,5,8.62,22,116,5.27,16.26,23.84,68.2,9.49,14.83,63.99,26,185,7.12,34,253,7.44,33,68,48.53,25,52,48.08,30,169.7,5.66,30,167.9,5.6
51122,729786,10/11/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,726443,10/11/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),34,190,5.59,29,39,1.34,5,7,7,9.41,34,152,4.47,14.89,22.7,65.59,9.48,16.55,57.28,35,231,6.6,37,265,7.16,27,73,36.99,27,70,38.57,42,217.4,5.18,42,224.6,5.35
51122,737875,25/04/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,729896,15/06/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,137,5.71,17,24,1.41,3,5,5,7.06,22,120,5.45,12.75,16.43,77.6,10,14.12,70.82,23,170,7.39,23,176,7.65,29,50,58,25,46,54.35,28,162.5,5.8,28,163.2,5.83
51122,745774,20/09/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,737521,09/01/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),23,127,5.52,22,31,1.41,5,5,5,7.05,19,91,4.79,10.38,15.02,69.11,5.75,9.16,62.77,22,157,7.14,27,199,7.37,19,41,46.34,17,37,45.95,24,136.5,5.69,24,130.9,5.45
51122,756230,15/05/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,745615,28/07/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,128,6.1,25,49,1.96,5,5,5,9.8,17,77,4.53,12.88,17.75,72.56,8.24,10.67,77.23,19,140,7.37,28,211,7.54,28,48,58.33,22,36,61.11,22,131.8,5.99,22,129.7,5.9
51122,759406,16/08/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,746635,18/08/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),20,113,5.65,18,37,2.06,5,5,5,10.28,14,70,5,11.5,14.8,77.7,8.27,10.94,75.59,20,150,7.5,22,169,7.68,25,38,65.79,24,36,66.67,21,116.1,5.53,21,114.6,5.46
51122,761420,02/10/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,749171,27/10/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),23,133,5.78,28,52,1.86,5,5,5,9.29,19,99,5.21,15.76,20.88,75.48,9.27,12.19,76.05,21,153,7.29,35,258,7.37,32,64,50,25,45,55.56,24,142.8,5.95,24,139.3,5.8
51122,771699,22/05/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,760078,06/06/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),25,133,5.32,27,49,1.81,5,5,5,9.07,21,109,5.19,9.38,15.49,60.56,5.01,9.89,50.66,25,169,6.76,33,237,7.18,23,54,42.59,18,44,40.91,27,141.1,5.23,27,139.2,5.16
51122,774802,10/07/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,764638,08/08/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),27,145,5.37,23,46,2,5,5,5,10,22,110,5,19.37,24.02,80.64,10.77,14.41,74.74,25,179,7.16,30,235,7.83,43,65,66.15,30,50,60,28,154.3,5.51,28,155,5.54
51122,785618,10/10/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,772971,22/10/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),25,148,5.92,26,46,1.77,5,5,5,8.85,25,128,5.12,13,19.97,65.1,9.99,15.1,66.16,25,178,7.12,32,234,7.31,38,76,50,28,55,50.91,30,167.5,5.58,30,165.8,5.53
51122,794391,26/04/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,788663,07/06/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),30,175,5.83,34,62,1.82,5,7,7,12.76,28,146,5.21,18.77,24.65,76.15,11.26,16.37,68.78,31,219,7.06,41,304,7.41,37,75,49.33,32,64,50,35,194.7,5.56,35,192.8,5.51
51122,799093,29/07/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,796914,09/01/2020,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),23,131,5.7,34,72,2.12,5,5,5,10.59,23,121,5.26,17.01,24.72,68.81,12.02,17.36,69.24,23,166,7.22,41,306,7.46,45,90,50,30,53,56.6,27,157,5.81,27,158,5.85
51122,804284,06/11/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,797375,21/01/2020,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),26,132,5.08,23,31,1.35,5,5,5,6.74,25,119,4.76,5.63,15.3,36.8,3.76,10.58,35.54,27,174,6.44,32,207,6.47,10,59,16.95,14,53,26.42,30,140.1,4.67,30,141.4,4.71
51122,810574,30/06/2020,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,816138,19/11/2020,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),25,148,5.92,20,35,1.75,5,5,5,8.75,24,132,5.5,21.76,27.27,79.79,13.01,17.15,75.86,25,185,7.4,30,237,7.9,45,67,67.16,34,56,60.71,29,166.8,5.75,29,166.3,5.73
52504,608163,06/05/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,602037,27/07/2010,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,18,79,4.39,10,11,1.1,1,3,3,3.3,14,61,4.36,11.74,16.02,73.28,6,9.62,62.37,16,104,6.5,15,111,7.4,17,39,43.59,15,37,40.54,20,93.4,4.67,20,93.3,4.67
52504,614652,07/10/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,607039,05/12/2010,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,14,58,4.14,7,7,1,1,3,3,3,10,47,4.7,3,5.09,58.94,1.25,5.13,24.37,13,83,6.38,10,67,6.7,7,22,31.82,6,25,24,15,58.7,3.91,15,59.4,3.96
52504,622253,12/04/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,613442,06/05/2011,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,19,88,4.63,10,13,1.3,3,3,3,3.9,15,64,4.27,1.5,2.73,54.95,3.25,6.64,48.95,18,115,6.39,7,51,7.29,2,12,16.67,11,34,32.35,21,96.6,4.6,21,100.3,4.78
52504,629710,19/09/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,625678,19/09/2011,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,22,107,4.86,23,39,1.7,5,5,5,8.48,17,75,4.41,10.87,15.9,68.36,5.5,8.65,63.58,21,142,6.76,28,207,7.39,30,58,51.72,17,38,44.74,25,119.8,4.79,25,123.1,4.92
52504,635687,03/04/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,635095,03/04/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,19,88,4.63,11,13,1.18,1,3,3,3.55,15,64,4.27,7.87,12.41,63.42,4.5,7.4,60.81,18,116,6.44,18,123,6.83,11,46,23.91,14,36,38.89,22,107.7,4.9,22,108.7,4.94
52504,640857,03/09/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,638870,03/09/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,25,116,4.64,21,38,1.81,5,5,5,9.05,21,89,4.24,12.87,20.84,61.76,5.75,12.55,45.82,24,149,6.21,31,211,6.81,28,80,35,18,60,30,29,131.2,4.52,29,139.9,4.82
52504,658911,07/05/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,672707,07/05/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,17,79,4.65,17,24,1.41,3,3,3,4.24,12,54,4.5,11.37,16.02,70.97,4.25,7.15,59.44,16,106,6.63,24,173,7.21,22,50,44,13,31,41.94,19,93.2,4.91,19,94.8,4.99
52504,677277,23/10/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,658722,06/11/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,22,106,4.82,15,21,1.4,5,5,5,7,23,103,4.48,7.5,13.38,56.05,4.25,8.12,52.34,21,136,6.48,22,152,6.91,13,44,29.55,16,43,37.21,25,123.8,4.95,25,125.1,5
52504,691041,22/04/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,676368,23/04/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,20,87,4.35,12,13,1.08,1,3,3,3.25,16,66,4.13,11.62,14.31,81.2,5.5,8.17,67.32,19,129,6.79,16,118,7.38,18,34,52.94,16,33,48.48,21,102.9,4.9,21,101.2,4.82
52504,701849,26/09/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,685076,16/10/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,14,66,4.71,10,18,1.8,5,3,5,9,14,65,4.64,9.87,11.96,82.53,3.76,5.92,63.51,12,82,6.83,15,114,7.6,20,35,57.14,11,23,47.83,15,77.9,5.19,15,78.2,5.21
52504,719030,05/05/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,708992,06/05/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,22,113,5.14,15,17,1.13,1,5,5,5.67,19,84,4.42,5.87,10.4,56.44,4.51,7.89,57.16,20,127,6.35,21,149,7.1,17,39,43.59,16,36,44.44,23,126,5.48,23,124.8,5.43
52504,728845,22/10/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,720270,21/12/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,20,95,4.75,13,24,1.85,5,3,5,9.23,19,77,4.05,7.63,11.05,69.05,4.51,7.89,57.16,20,132,6.6,22,154,7,12,40,30,14,35,40,22,109.8,4.99,22,108.2,4.92
52504,736887,13/04/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,727481,26/04/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,21,104,4.95,16,22,1.38,5,5,5,6.88,18,85,4.72,11.75,13.96,84.17,6.78,8.97,75.59,20,143,7.15,22,168,7.64,27,48,56.25,21,38,55.26,23,123.4,5.37,23,119.4,5.19
52504,747838,18/10/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,734342,24/10/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,21,98,4.67,16,24,1.5,5,3,5,7.5,18,79,4.39,10.87,13.93,78.03,6.77,8.95,75.64,19,126,6.63,23,165,7.17,23,48,47.92,18,36,50,22,116.1,5.28,22,114.9,5.22
52504,756047,08/05/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,743071,23/05/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,24,118,4.92,18,22,1.22,3,5,5,6.11,19,80,4.21,10.62,13.55,78.38,6.75,9.68,69.73,23,151,6.57,24,173,7.21,20,40,50,20,43,46.51,26,135.2,5.2,26,135.6,5.22
52504,762780,23/10/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,749155,26/10/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,25,131,5.24,20,24,1.2,1,5,5,6,22,97,4.41,9.37,14.02,66.83,4.77,8.89,53.66,23,152,6.61,24,170,7.08,24,49,48.98,19,44,43.18,27,136.9,5.07,27,140.2,5.19
52504,771739,22/05/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,759942,05/06/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,27,144,5.33,24,37,1.54,5,5,5,7.71,24,103,4.29,12.62,17.89,70.54,7.26,11.4,63.68,27,180,6.67,31,228,7.35,34,64,53.13,24,53,45.28,31,157.9,5.09,31,159.7,5.15
52504,783923,19/09/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,771291,20/09/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,20,111,5.55,16,30,1.88,5,5,5,9.38,21,93,4.43,11.37,14.57,78.04,8.24,11.13,74.03,18,127,7.06,23,172,7.48,30,47,63.83,22,37,59.46,23,137.6,5.98,23,132.7,5.77
52504,793748,16/04/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,787278,25/04/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,24,125,5.21,23,35,1.52,5,5,5,7.61,24,107,4.46,13.38,18.53,72.21,6.25,9.17,68.16,24,159,6.63,28,202,7.21,25,53,47.17,23,45,51.11,26,141.7,5.45,26,142.1,5.47
52504,803770,28/10/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,794679,30/10/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,26,138,5.31,19,32,1.68,5,5,5,8.42,24,114,4.75,11.38,15.18,74.97,7.51,11.4,65.88,25,174,6.96,28,206,7.36,26,48,54.17,23,45,51.11,29,158.6,5.47,29,160,5.52
52504,810566,30/06/2020,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,817222,20/01/2021,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,19,90,4.74,18,23,1.28,3,3,3,3.83,15,65,4.33,7,10.43,67.11,2.76,5.45,50.64,18,117,6.5,23,167,7.26,15,38,39.47,12,33,36.36,20,94.6,4.73,20,93,4.65
52504,814103,08/09/2020,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,815140,14/09/2020,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,18,91,5.06,17,34,2,5,3,5,10,15,71,4.73,5.88,9.3,63.23,4,5.94,67.34,17,117,6.88,21,147,7,14,33,42.42,14,26,53.85,18,99.2,5.51,18,99.3,5.52
53819,608063,05/05/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,601289,08/07/2010,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,28,177,6.32,25,38,1.52,3,7,7,10.64,23,134,5.83,32.15,35.57,90.39,21.73,24.41,89.02,27,216,8,33,281,8.52,55,73,75.34,48,64,75,31,205.4,6.63,31,201.7,6.51
53819,614378,07/10/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,607456,22/12/2010,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,22,149,6.77,19,27,1.42,3,5,5,7.11,19,119,6.26,17.38,18.36,94.66,11.25,12.73,88.37,21,169,8.05,22,181,8.23,34,42,80.95,33,42,78.57,23,156.1,6.79,23,157.5,6.85
53819,624178,18/05/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,616972,28/07/2011,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,28,179,6.39,3,4,1.33,1,7,7,9.33,24,134,5.58,4.5,5.24,85.88,21.23,24.88,85.33,28,221,7.89,7,60,8.57,9,14,64.29,48,68,70.59,31,209.6,6.76,31,201,6.48
