"@id","type","label","notation","easting","northing","lat","long","catchmentName","riverName","town","stationReference","wiskiID","RLOIid","dateOpened","nrfaStationID","nrfaStationURL","datum","boreholeDepth","aquifer","stationGuid","status","status.label","measures","measures.label","measures.observedProperty","measures.observedProperty.label","measures.qualifier","measures.unitName","measures.notation","measures.period","measures.valueStatistic","measures.valueStatistic.label","measures.observationType","measures.observationType.label","sampleOf","sampleOf.label"
"http://environment.data.gov.uk/hydrology/id/stations/2a9abb32-0887-4ea5-86cf-cc14cce7dc3a","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Enfield (Albany Park)","2a9abb32-0887-4ea5-86cf-cc14cce7dc3a","535980","198500","51.668821","-0.035081","","Turkey Brook","","5349TH","5349TH","","","38021","https://nrfa.ceh.ac.uk/data/station/info/38021.html","","","","2a9abb32-0887-4ea5-86cf-cc14cce7dc3a","","","http://environment.data.gov.uk/hydrology/id/measures/2a9abb32-0887-4ea5-86cf-cc14cce7dc3a-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 5349TH(Enfield (Albany Park))","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","2a9abb32-0887-4ea5-86cf-cc14cce7dc3a-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/57b5cc50-50e7-401c-9071-9c60fc84e727","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Polstead","57b5cc50-50e7-401c-9071-9c60fc84e727","598528","237881","52.003848","0.890919","","River Box","","E22697","036003","6081","","36003","https://nrfa.ceh.ac.uk/data/station/info/36003.html","","","","57b5cc50-50e7-401c-9071-9c60fc84e727","","","http://environment.data.gov.uk/hydrology/id/measures/57b5cc50-50e7-401c-9071-9c60fc84e727-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 036003(Polstead)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","57b5cc50-50e7-401c-9071-9c60fc84e727-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/3597f0f7-14b2-438a-ba3a-f2a957c06667","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Hadleigh","3597f0f7-14b2-438a-ba3a-f2a957c06667","602441","242918","52.047662","0.950823","","River Brett","","E22712","036005","6082","","36005","https://nrfa.ceh.ac.uk/data/station/info/36005.html","","","","3597f0f7-14b2-438a-ba3a-f2a957c06667","","","http://environment.data.gov.uk/hydrology/id/measures/3597f0f7-14b2-438a-ba3a-f2a957c06667-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 036005(Hadleigh)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","3597f0f7-14b2-438a-ba3a-f2a957c06667-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/1aa8057c-7be4-4c7c-8a7d-0616effaea2b","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Langham","1aa8057c-7be4-4c7c-8a7d-0616effaea2b","602067","234431","51.971595","0.940374","","River Stour","","E22678","036006","6137","","36006","https://nrfa.ceh.ac.uk/data/station/info/36006.html","","","","1aa8057c-7be4-4c7c-8a7d-0616effaea2b","","","http://environment.data.gov.uk/hydrology/id/measures/1aa8057c-7be4-4c7c-8a7d-0616effaea2b-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 036006(Langham)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","1aa8057c-7be4-4c7c-8a7d-0616effaea2b-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/ab49aab5-deca-45c9-9dcd-09088e986bf3","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Worksop","ab49aab5-deca-45c9-9dcd-09088e986bf3","457525","379495","53.309268","-1.138118","","River Ryton","","4049","4049","2121","","28049","https://nrfa.ceh.ac.uk/data/station/info/28049.html","","","","ab49aab5-deca-45c9-9dcd-09088e986bf3","","","http://environment.data.gov.uk/hydrology/id/measures/ab49aab5-deca-45c9-9dcd-09088e986bf3-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 4049(Worksop)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","ab49aab5-deca-45c9-9dcd-09088e986bf3-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/44aab3a9-f158-4f14-9fbc-061d5f1712a3","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Westbourne","44aab3a9-f158-4f14-9fbc-061d5f1712a3","475505","107388","50.861079","-0.928546","","River Ems","","E10824","255110010","","","41015","https://nrfa.ceh.ac.uk/data/station/info/41015.html","","","","44aab3a9-f158-4f14-9fbc-061d5f1712a3","","","http://environment.data.gov.uk/hydrology/id/measures/44aab3a9-f158-4f14-9fbc-061d5f1712a3-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 255110010(Westbourne)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","44aab3a9-f158-4f14-9fbc-061d5f1712a3-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/887950f8-6b72-48c3-8f25-b32c6a0e688b","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Goldbridge","887950f8-6b72-48c3-8f25-b32c6a0e688b","542907","121374","50.974053","0.034122","","River Ouse","","E8221","352810006","","","41005","https://nrfa.ceh.ac.uk/data/station/info/41005.html","","","","887950f8-6b72-48c3-8f25-b32c6a0e688b","","","http://environment.data.gov.uk/hydrology/id/measures/887950f8-6b72-48c3-8f25-b32c6a0e688b-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 352810006(Goldbridge)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","887950f8-6b72-48c3-8f25-b32c6a0e688b-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/31612a61-a7aa-4e37-8992-91be614b07b8","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Broomstairs Bridge","31612a61-a7aa-4e37-8992-91be614b07b8","393728","395360","53.454945","-2.095911","","River Tame","","692422","692422","5023","","69041","https://nrfa.ceh.ac.uk/data/station/info/69041.html","","","","31612a61-a7aa-4e37-8992-91be614b07b8","","","http://environment.data.gov.uk/hydrology/id/measures/31612a61-a7aa-4e37-8992-91be614b07b8-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 692422(Broomstairs Bridge)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","31612a61-a7aa-4e37-8992-91be614b07b8-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/ed9676ff-3b2e-4282-8a67-6882b2222e02","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Portwood","ed9676ff-3b2e-4282-8a67-6882b2222e02","390663","391849","53.423340","-2.141961","","River Tame","","692423","692423","5112","","69027","https://nrfa.ceh.ac.uk/data/station/info/69027.html","","","","ed9676ff-3b2e-4282-8a67-6882b2222e02","","","http://environment.data.gov.uk/hydrology/id/measures/ed9676ff-3b2e-4282-8a67-6882b2222e02-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 692423(Portwood)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","ed9676ff-3b2e-4282-8a67-6882b2222e02-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/3ef2040c-0c9a-479a-9899-460304231ce2","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Halfway Bridge","3ef2040c-0c9a-479a-9899-460304231ce2","493124","122259","50.992202","-0.674476","","Lod","","E10440","254323017","","","41022","https://nrfa.ceh.ac.uk/data/station/info/41022.html","","","","3ef2040c-0c9a-479a-9899-460304231ce2","","","http://environment.data.gov.uk/hydrology/id/measures/3ef2040c-0c9a-479a-9899-460304231ce2-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 254323017(Halfway Bridge)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","3ef2040c-0c9a-479a-9899-460304231ce2-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/4e87c615-767d-4b34-94c1-ca47926f6a70","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Lamarsh","4e87c615-767d-4b34-94c1-ca47926f6a70","589681","235757","51.987865","0.761020","","River Stour","","E21227","036015","6126","","36015","https://nrfa.ceh.ac.uk/data/station/info/36015.html","","","","4e87c615-767d-4b34-94c1-ca47926f6a70","","","http://environment.data.gov.uk/hydrology/id/measures/4e87c615-767d-4b34-94c1-ca47926f6a70-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 036015(Lamarsh)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","4e87c615-767d-4b34-94c1-ca47926f6a70-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/71d40ef2-a19b-4bc5-99f7-28f3ddd0a637","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Sheepbridge","71d40ef2-a19b-4bc5-99f7-28f3ddd0a637","472010","165260","51.381826","-0.966655","","River Loddon","","2420TH","2420TH","","","39022","https://nrfa.ceh.ac.uk/data/station/info/39022.html","","","","71d40ef2-a19b-4bc5-99f7-28f3ddd0a637","","","http://environment.data.gov.uk/hydrology/id/measures/71d40ef2-a19b-4bc5-99f7-28f3ddd0a637-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 2420TH(Sheepbridge)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","71d40ef2-a19b-4bc5-99f7-28f3ddd0a637-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/f463f458-8115-42d8-834a-c6872116737d","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Lee Bridge","f463f458-8115-42d8-834a-c6872116737d","535177","187240","51.567832","-0.051025","","River Lea or Lee","","5390TH","5390TH","","","38032","https://nrfa.ceh.ac.uk/data/station/info/38032.html","","","","f463f458-8115-42d8-834a-c6872116737d","","","http://environment.data.gov.uk/hydrology/id/measures/f463f458-8115-42d8-834a-c6872116737d-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 5390TH(Lee Bridge)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","f463f458-8115-42d8-834a-c6872116737d-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/c1e5e157-2320-48a9-9bb7-18db98d85fcb","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Loddiswell","c1e5e157-2320-48a9-9bb7-18db98d85fcb","271879","47584","50.314236","-3.800826","","River Avon","","46119","SX74F051","3218","","46008","https://nrfa.ceh.ac.uk/data/station/info/46008.html","","","","c1e5e157-2320-48a9-9bb7-18db98d85fcb","","","http://environment.data.gov.uk/hydrology/id/measures/c1e5e157-2320-48a9-9bb7-18db98d85fcb-flow--i-15_min-m3_s-measured|http://environment.data.gov.uk/hydrology/id/measures/c1e5e157-2320-48a9-9bb7-18db98d85fcb-flow-m-86400-m3s-qualified","Measured flow 15 min timeseries for Loddiswell|Qualified daily mean flow timeseries for SX74F051(Loddiswell)","http://environment.data.gov.uk/reference/def/op/waterFlow|http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s|m3/s","c1e5e157-2320-48a9-9bb7-18db98d85fcb-flow--i-15_min-m3_s-measured|c1e5e157-2320-48a9-9bb7-18db98d85fcb-flow-m-86400-m3s-qualified","86400|900","http://environment.data.gov.uk/reference/def/core/mean|http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Measured|http://environment.data.gov.uk/reference/def/core/Qualified","Measured|Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/532a2993-7275-4050-8df4-b2314bc4f8e0","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Scalehill","532a2993-7275-4050-8df4-b2314bc4f8e0","314902","521433","54.580895","-3.318128","","River Cocker","","751612","751612","5123","","75016","https://nrfa.ceh.ac.uk/data/station/info/75016.html","","","","532a2993-7275-4050-8df4-b2314bc4f8e0","","","http://environment.data.gov.uk/hydrology/id/measures/532a2993-7275-4050-8df4-b2314bc4f8e0-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 751612(Scalehill)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","532a2993-7275-4050-8df4-b2314bc4f8e0-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/7fec3a84-082c-45c3-a379-1949f2e5b15d","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Hunsingore","7fec3a84-082c-45c3-a379-1949f2e5b15d","442793","453042","53.971671","-1.349104","","River Nidd","","F2104","F2104","8104","","27001","https://nrfa.ceh.ac.uk/data/station/info/27001.html","","","","7fec3a84-082c-45c3-a379-1949f2e5b15d","","","http://environment.data.gov.uk/hydrology/id/measures/7fec3a84-082c-45c3-a379-1949f2e5b15d-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for F2104(Hunsingore)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","7fec3a84-082c-45c3-a379-1949f2e5b15d-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/cdeb0ab1-6c05-43f5-aa47-cb6248d8ffee","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Southwaite Bridge","cdeb0ab1-6c05-43f5-aa47-cb6248d8ffee","313082","528089","54.640384","-3.348254","","River Cocker","","751613","751613","5129","","75004","https://nrfa.ceh.ac.uk/data/station/info/75004.html","","","","cdeb0ab1-6c05-43f5-aa47-cb6248d8ffee","","","http://environment.data.gov.uk/hydrology/id/measures/cdeb0ab1-6c05-43f5-aa47-cb6248d8ffee-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 751613(Southwaite Bridge)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","cdeb0ab1-6c05-43f5-aa47-cb6248d8ffee-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/63b8893e-1cef-40bc-8755-c0c4fe3e69dd","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Kegworth Us","63b8893e-1cef-40bc-8755-c0c4fe3e69dd","449165","326255","52.831572","-1.271689","","River Soar","","4074","4074","2132","","28074","https://nrfa.ceh.ac.uk/data/station/info/28074.html","","","","63b8893e-1cef-40bc-8755-c0c4fe3e69dd","","","http://environment.data.gov.uk/hydrology/id/measures/63b8893e-1cef-40bc-8755-c0c4fe3e69dd-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 4074(Kegworth Us)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","63b8893e-1cef-40bc-8755-c0c4fe3e69dd-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/66c65f28-4f68-4aa1-8216-4d78d4f99138","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Trekeivesteps","66c65f28-4f68-4aa1-8216-4d78d4f99138","222743","69816","50.501249","-4.500850","","River Fowey","","49120","SX26F065","3142","","48001","https://nrfa.ceh.ac.uk/data/station/info/48001.html","","","","66c65f28-4f68-4aa1-8216-4d78d4f99138","","","http://environment.data.gov.uk/hydrology/id/measures/66c65f28-4f68-4aa1-8216-4d78d4f99138-flow--i-15_min-m3_s-measured|http://environment.data.gov.uk/hydrology/id/measures/66c65f28-4f68-4aa1-8216-4d78d4f99138-flow-m-86400-m3s-qualified","Measured flow 15 min timeseries for Trekeivesteps|Qualified daily mean flow timeseries for SX26F065(Trekeivesteps)","http://environment.data.gov.uk/reference/def/op/waterFlow|http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s|m3/s","66c65f28-4f68-4aa1-8216-4d78d4f99138-flow--i-15_min-m3_s-measured|66c65f28-4f68-4aa1-8216-4d78d4f99138-flow-m-86400-m3s-qualified","86400|900","http://environment.data.gov.uk/reference/def/core/mean|http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Measured|http://environment.data.gov.uk/reference/def/core/Qualified","Qualified|Measured","",""
"http://environment.data.gov.uk/hydrology/id/stations/9c323633-3c7f-4e96-b93e-980109bf97e8","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Hulver Bridge","9c323633-3c7f-4e96-b93e-980109bf97e8","646586","287336","52.428341","1.625711","","Hundred River","","","035021","","","","","","","","9c323633-3c7f-4e96-b93e-980109bf97e8","","","http://environment.data.gov.uk/hydrology/id/measures/9c323633-3c7f-4e96-b93e-980109bf97e8-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 035021(Hulver Bridge)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","9c323633-3c7f-4e96-b93e-980109bf97e8-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/c0b28d37-0ec8-4944-a45c-4287cc506a26","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Middleton","c0b28d37-0ec8-4944-a45c-4287cc506a26","643097","267952","52.255975","1.560484","","Minsmere River","","E23214","035022","","","","","","","","c0b28d37-0ec8-4944-a45c-4287cc506a26","","","http://environment.data.gov.uk/hydrology/id/measures/c0b28d37-0ec8-4944-a45c-4287cc506a26-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 035022(Middleton)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","c0b28d37-0ec8-4944-a45c-4287cc506a26-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/a91edb17-a1da-42c6-9182-f6f90f5e51dc","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Sugar Fen","a91edb17-a1da-42c6-9182-f6f90f5e51dc","569438","320487","52.755415","0.509310","","Gaywood River","","","033077","","","","","","","","a91edb17-a1da-42c6-9182-f6f90f5e51dc","","","http://environment.data.gov.uk/hydrology/id/measures/a91edb17-a1da-42c6-9182-f6f90f5e51dc-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 033077(Sugar Fen)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","a91edb17-a1da-42c6-9182-f6f90f5e51dc-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/731171e5-9ea1-497f-a462-82db2dcbb339","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Wangford Bridge","731171e5-9ea1-497f-a462-82db2dcbb339","646394","279046","52.354049","1.616800","","River Wang","","","035023","","","","","","","","731171e5-9ea1-497f-a462-82db2dcbb339","","","http://environment.data.gov.uk/hydrology/id/measures/731171e5-9ea1-497f-a462-82db2dcbb339-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 035023(Wangford Bridge)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","731171e5-9ea1-497f-a462-82db2dcbb339-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/0147a8fb-fb06-4f3e-bdcd-01ed17d6af3f","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Knapp Mill","0147a8fb-fb06-4f3e-bdcd-01ed17d6af3f","415607","94304","50.748130","-1.780142","","Hampshire Avon","","43118","432819","3320","","43021","https://nrfa.ceh.ac.uk/data/station/info/43021.html","","","","0147a8fb-fb06-4f3e-bdcd-01ed17d6af3f","","","http://environment.data.gov.uk/hydrology/id/measures/0147a8fb-fb06-4f3e-bdcd-01ed17d6af3f-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 432819(Knapp Mill)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","0147a8fb-fb06-4f3e-bdcd-01ed17d6af3f-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/7720e91c-4b92-436a-91b0-6386e8792189","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Ewood Blackburn","7720e91c-4b92-436a-91b0-6386e8792189","367742","426211","53.731275","-2.490431","","River Darwen","","713120","713120","5048","","71013","https://nrfa.ceh.ac.uk/data/station/info/71013.html","","","","7720e91c-4b92-436a-91b0-6386e8792189","","","http://environment.data.gov.uk/hydrology/id/measures/7720e91c-4b92-436a-91b0-6386e8792189-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 713120(Ewood Blackburn)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","7720e91c-4b92-436a-91b0-6386e8792189-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/c73055c6-f8a9-4a56-81c7-b62af188f82a","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Hunworth","c73055c6-f8a9-4a56-81c7-b62af188f82a","606393","336042","52.882209","1.065955","","River Glaven","","E21858","034052","","","","","","","","c73055c6-f8a9-4a56-81c7-b62af188f82a","","","http://environment.data.gov.uk/hydrology/id/measures/c73055c6-f8a9-4a56-81c7-b62af188f82a-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 034052(Hunworth)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","c73055c6-f8a9-4a56-81c7-b62af188f82a-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/fc053c40-2354-4f94-add2-1aa71fb0afc6","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Lee Flood Channel Walthamstow","fc053c40-2354-4f94-add2-1aa71fb0afc6","535668","188039","51.574894","-0.043637","","Lee Flood Relief Channel","","5380TH","5380TH","","","38023","https://nrfa.ceh.ac.uk/data/station/info/38023.html","","","","fc053c40-2354-4f94-add2-1aa71fb0afc6","","","http://environment.data.gov.uk/hydrology/id/measures/fc053c40-2354-4f94-add2-1aa71fb0afc6-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 5380TH(Lee Flood Channel Walthamstow)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","fc053c40-2354-4f94-add2-1aa71fb0afc6-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/52cf243f-5610-421a-94d4-f3b715fcef81","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Meldreth","52cf243f-5610-421a-94d4-f3b715fcef81","537805","246605","52.100617","0.010489","","River Mel","","","033083","","","","","","","","52cf243f-5610-421a-94d4-f3b715fcef81","","","http://environment.data.gov.uk/hydrology/id/measures/52cf243f-5610-421a-94d4-f3b715fcef81-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 033083(Meldreth)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","52cf243f-5610-421a-94d4-f3b715fcef81-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
